sim,ct,immigration.rate,res.inflow,N.types,max.res.val,max.growth.rate,max.met.maint,max.active.dispersal,starting.seed,flow.rate,height,length,width,total.abundance,ind.production,biomass.prod.N,resource.particles,resource.concentration,species.richness,simpson.e,e.var,avg.pop.size,pop.var,N.max,logmod.skew,Whittakers.turnover,amplitude,frequency,phase,all.biomass,active.biomass,dormant.biomass,all.avg.per.capita.growth,active.avg.per.capita.growth,dormant.avg.per.capita.growth,all.avg.per.capita.maint,active.avg.per.capita.maint,dormant.avg.per.capita.maint,all.avg.per.capita.efficiency,active.avg.per.capita.efficiency,dormant.avg.per.capita.efficiency,all.avg.per.capita.active.dispersal,active.avg.per.capita.active.dispersal,dormant.avg.per.capita.active.dispersal,all.avg.per.capita.rpf,active.avg.per.capita.rpf,dormant.avg.per.capita.rpf,all.avg.per.capita.mf,active.avg.per.capita.mf,dormant.avg.per.capita.mf,all.size,active.size,dormant.size,N.active,S.active,N.dormant,S.Dormant,Percent.Dormant,dorm.limit
1,11,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.052233450742668434,4.0,4.0,4,369,0,0.0,4,0.0625,3,0.5672,0.29434143666236035,123.0,11544.0,267,0.14521448498697723,nan,0.1,0.1,0.1,11.27109439450599,11.3592503298698,3.2268652925582337,0.021889540024576194,0.021513768532141306,0.056178688709259995,0.0034115658109621465,0.0032890849119394366,0.014587947846784423,0.020216802168021679,0.020298325722983252,0.012777777777777775,0.081158010793408786,0.081138803006160679,0.082910721379796992,0.019253149040400559,0.01884648248302663,0.056361472400771412,4.6991869918699187,4.7095890410958905,3.75,0.049885323972842822,0.049885815347802169,0.04984048600780256,365,3,4,3,1.084010840108401,0.1
1,11,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.052233450742668434,4.0,4.0,4,390,0,0.0,2,0.03125,3,0.5601,0.28521592254462202,130.0,13274.0,285,0.1513572584612505,0.0,0.1,0.1,0.1,10.947428317135662,11.055355821523094,2.6370104793032896,0.021387360242695285,0.020894633656385914,0.059327307388517048,0.0033862123505829901,0.0032730719224942626,0.012098025313415053,0.020119658119658115,0.020155844155844149,0.017333333333333329,0.081210100548319064,0.081211593933463375,0.081095109892207556,0.019025933812524553,0.018601203865383775,0.051730139742364692,4.7076923076923078,4.7194805194805198,3.7999999999999998,0.046995805468659446,0.047255714349279103,0.026982821660946326,385,3,5,3,1.282051282051282,0.1
1,11,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.052233450742668434,4.0,4.0,4,394,1,0.0,7,0.109375,3,0.5541,0.26580465512357154,131.33333333333334,13878.222222222221,290,0.1531780460432183,0.0,0.1,0.1,0.1,10.852736346151271,10.990220749629046,1.9620782545885145,0.021013605327848274,0.020193998792883493,0.074014827922237222,0.0033234150794432689,0.0030898733257960689,0.018425781815295496,0.020112803158488436,0.020240549828178689,0.01185185185185185,0.081224176208528565,0.081201171860065285,0.08271179074248769,0.018756397114995955,0.01794623308149217,0.071147004614907125,4.7157360406091371,4.7371134020618557,3.3333333333333335,0.04612521698804254,0.045808259589082592,0.066621795454119323,388,3,6,2,1.5228426395939088,0.1
1,11,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.052233450742668434,4.0,4.0,4,391,0,0.0,10,0.15625,3,0.5381,0.18733616826588773,130.33333333333334,14580.222222222221,293,0.15354265397222477,0.0,0.1,0.1,0.1,10.898394280855014,10.997400318637698,3.2551281640317882,0.020059545639001999,0.019738437532817232,0.044849091436466072,0.0030897549571166959,0.0030339355462623745,0.0073990134750703982,0.020204603580562655,0.020201496833621182,0.020444444444444439,0.081218867574374687,0.081229910655364113,0.080366341721991211,0.017900647219677889,0.017664807230030725,0.036107494420439187,4.7391304347826084,4.7461139896373057,4.2000000000000002,0.045456789566659959,0.045110808205591255,0.072166550641163424,386,3,5,3,1.278772378516624,0.1
1,11,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.052233450742668434,4.0,4.0,4,399,0,0.0,7,0.109375,3,0.5424,0.18546023784822174,133.0,14920.666666666666,297,0.14807001392065761,0.0,0.1,0.1,0.1,11.027245709427499,11.175223341673782,2.7404983036358188,0.020405139241988161,0.019822505018966367,0.053032655731208397,0.0030800634403944449,0.0029674551148702027,0.0093861296697520021,0.020311890838206625,0.020323129251700676,0.01968253968253968,0.0811677642368792,0.081181434193418847,0.080402246670658942,0.017994966923214194,0.017541151578529434,0.043408626225560791,4.7343358395989972,4.7474489795918364,4.0,0.044545375239508883,0.044038031839469034,0.072956605641740113,392,3,7,3,1.7543859649122806,0.1
1,11,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.052233450742668434,4.0,4.0,4,405,0,0.0,9,0.140625,3,0.5347,0.18427091310056176,135.0,15860.666666666666,305,0.15679534747285112,0.0,0.1,0.1,0.1,11.304622790568949,11.373427738922285,2.084759711221976,0.019800417683715588,0.019395832532681841,0.074014827922237222,0.0030846029873765868,0.0029701165782130136,0.0184257818152955,0.02014266117969821,0.020204532891100049,0.01185185185185185,0.081250204219666416,0.081239296857555834,0.08271179074248769,0.017801533802992351,0.017403433274545226,0.071147004614907125,4.7432098765432098,4.7537313432835822,3.3333333333333335,0.043142792921052026,0.043023778708358107,0.059090697422036077,402,3,3,2,0.7407407407407408,0.1
1,11,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.052233450742668434,4.0,4.0,4,410,1,-9.094947017729282e-13,7,0.109375,3,0.5258,0.13477088750371702,136.66666666666666,16843.555555555555,312,0.15813646568175777,0.0,0.1,0.1,0.1,11.288722640693253,11.363269386661829,1.1752141042896975,0.01923838623838035,0.018850056539113778,0.071921782105545257,0.00296986907612275,0.0029759983186007722,0.0021383351799375747,0.020162601626016255,0.020049140049140046,0.035555555555555549,0.081259957545661857,0.081314704181562197,0.073832663941849855,0.017349802721425535,0.017232935352477285,0.033204809108737805,4.7560975609756095,4.7616707616707616,4.0,0.042056288726271727,0.042195756796608884,0.023135120517197457,407,3,3,1,0.7317073170731708,0.1
1,11,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.052233450742668434,4.0,4.0,4,409,0,0.0,4,0.0625,3,0.5211,0.10293113536053156,136.33333333333334,17078.222222222223,313,0.15920251882468356,0.0,0.1,0.1,0.1,11.226721366306771,11.241279457167806,5.2870202950039413,0.018932580674499128,0.018972439276470132,0.0026702710703283132,0.0029144570338353699,0.0029140649041603317,0.0030744459412511897,0.020162999185004069,0.020174291938997814,0.015555555555555553,0.081269208041389804,0.08126372199910957,0.083507513291724872,0.017120051540503924,0.017132588736048383,0.012004875758364283,4.7628361858190713,4.7622549019607847,5.0,0.041872907218058003,0.041827691747001391,0.06032081940915289,408,3,1,1,0.24449877750611246,0.1
1,11,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.052233450742668434,4.0,4.0,4,412,0,0.0,8,0.125,3,0.5197,0.1026887166848075,137.33333333333334,17433.555555555555,316,0.16075961611959097,0.0,0.1,0.1,0.1,11.281852244480236,11.306424369127999,1.1827090142493171,0.018814165798740602,0.01868495018728852,0.071921782105545257,0.0029156220016078155,0.0029175132104196652,0.0021383351799375747,0.020129449838187697,0.020091916734252493,0.035555555555555549,0.08128550638059126,0.081303639817181889,0.073832663941849855,0.017082805114905817,0.017043578827816205,0.033204809108737805,4.7645631067961167,4.7664233576642339,4.0,0.041421597652370315,0.041474131701888357,0.019830103300454961,411,3,1,1,0.24271844660194172,0.1
1,11,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.052233450742668434,4.0,4.0,4,427,0,0.0,9,0.140625,3,0.5174,0.13272051086423498,142.33333333333334,18894.888888888891,329,0.16652174063320771,0.0,0.1,0.1,0.1,12.017311329925201,12.058713538298321,3.2193420506372976,0.018578765728176874,0.018490684500601533,0.037296026587936786,0.0029740325578725938,0.0029757626378597848,0.0026063905605943822,0.019979182930002597,0.01995294117647058,0.02555555555555555,0.08134943868777679,0.08136204739399322,0.07867008861678737,0.017137007034371574,0.01711127604425779,0.022604842433551042,4.7658079625292737,4.7670588235294113,4.5,0.039920065876993246,0.040066854059764109,0.0087275770381857951,425,3,2,2,0.468384074941452,0.1
1,12,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.038881551803080894,4.0,4.0,4,474,1,0.0,2,0.03125,3,0.5232,0.12703544962363134,158.0,22752.0,362,0.15990068552377107,nan,0.1,0.1,0.1,11.049180820795568,11.109330138127744,1.6057379996438772,0.056368334853621686,0.056617520243644713,0.017246228620006541,0.0029508763147733392,0.0029211371618978813,0.0076199233162201896,0.083309892170651656,0.083840528426515668,0,0.096346211877160526,0.096397079559653251,0.088359985725804266,0.055241930524498065,0.055268546411178281,0.05106323631570462,2.4683544303797467,2.4585987261146496,4.0,0.058398552353217864,0.058304226615305849,0.073207693205403448,471,3,3,1,0.6329113924050633,0.1
1,12,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.038881551803080894,4.0,4.0,4,484,0,0.0,3,0.046875,3,0.5189,0.12607072100945305,161.33333333333334,24134.222222222219,372,0.16422502267430483,0.0,0.1,0.1,0.1,10.988925257008315,11.027192180165029,1.7665967762409096,0.056612930232775097,0.056776277542371655,0.017246228620006541,0.0029212181476869206,0.0029017214457427993,0.0076199233162201896,0.083838383838383837,0.084186260949746419,0,0.096400854219633625,0.096434218819193063,0.088359985725804266,0.055270690927343408,0.055288149245234029,0.051063236315704627,2.4586776859504131,2.4522821576763487,4.0,0.057107110196616059,0.056860015412430701,0.11665695318528729,482,3,2,1,0.4132231404958678,0.1
1,12,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.038881551803080894,4.0,4.0,4,495,4,-9.094947017729282e-13,7,0.109375,3,0.5179,0.12495919737100492,165.0,25344.666666666668,381,0.16508816260135026,0.0,0.1,0.1,0.1,10.993083661092347,11.105527227369896,1.8289330094720924,0.056664669597464613,0.057148331449948769,0.017246228620006545,0.0029146428674000527,0.0028569093649605417,0.0076199233162201896,0.083955106621773287,0.084985230629402414,0,0.096415457626323239,0.09651429777234187,0.088359985725804266,0.055278477348819258,0.055330198097691831,0.051063236315704634,2.4565656565656564,2.4376278118609407,4.0,0.055477355021836483,0.054987410923302199,0.095407799052380074,489,3,6,1,1.2121212121212122,0.1
1,12,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.038881551803080894,4.0,4.0,4,513,1,0.0,11,0.171875,3,0.5159,0.12323317205408779,171.0,27440.666666666668,396,0.16685980768769143,0.0,0.1,0.1,0.1,11.016904973348367,11.145610518305018,1.7133327236247198,0.056771640165057924,0.057318434395918313,0.017246228620006545,0.0029012462080478499,0.0028359680662351891,0.0076199233162201896,0.08419319904700022,0.085357927097057529,0,0.096443654972710097,0.096555484389169277,0.088359985725804266,0.055293460052526,0.055351980934260678,0.051063236315704634,2.4522417153996101,2.4308300395256919,4.0,0.053530781161421168,0.052963574390945095,0.094531727712977034,506,3,7,1,1.364522417153996,0.1
1,12,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.038881551803080894,4.0,4.0,4,523,0,0.0,10,0.15625,3,0.512,0.12238386619841179,174.33333333333334,28962.888888888891,406,0.17043287681526414,0.0,0.1,0.1,0.1,11.331767178935303,11.462644049685515,1.6842721350626904,0.056990284735604559,0.057529448287560341,0.017246228620006545,0.0028747485946586113,0.0028103760693661095,0.0076199233162201896,0.084665391969407269,0.085813953488372091,0,0.09649235949049495,0.096602682390403538,0.088359985725804266,0.055319090529957864,0.055376824986352768,0.051063236315704634,2.4435946462715106,2.4224806201550386,4.0,0.052061141165274348,0.051857550700688225,0.067068666840479615,516,3,7,1,1.338432122370937,0.1
1,12,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.038881551803080894,4.0,4.0,4,526,0,0.0,9,0.140625,3,0.5076,0.12221784888260456,175.33333333333334,29822.888888888891,411,0.17446605562782366,0.0,0.1,0.1,0.1,11.240719469151957,11.368431937618071,1.7717521643070031,0.057248023223392404,0.057787546464671213,0.017246228620006545,0.0028437847405189481,0.0027793666865114169,0.0076199233162201896,0.085217574989438091,0.086366944979661742,0,0.096547031460725352,0.096657454042891916,0.088359985725804266,0.055347770997428936,0.055405558555756615,0.051063236315704634,2.4334600760456273,2.4123314065510599,4.0,0.05111947517394444,0.051410967396022703,0.02950740899414258,519,3,7,1,1.3307984790874523,0.1
1,12,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.038881551803080894,4.0,4.0,4,532,0,0.0,8,0.125,3,0.5038,0.12176691296705278,177.33333333333334,30976.888888888887,418,0.17772689665424349,0.0,0.1,0.1,0.1,11.111816325820511,11.237405613357673,1.6926197605334041,0.057467408355858889,0.058003690752336912,0.017246228620006545,0.002817328566524965,0.0027532939698623623,0.0076199233162201896,0.085689223057644107,0.086831746031746024,0,0.096594576825913048,0.09670437137391448,0.088359985725804266,0.05537274783174323,0.055430207985290414,0.051063236315704634,2.4248120300751879,2.4038095238095236,4.0,0.050375129025974096,0.050810374600302084,0.017731710951374473,525,3,7,1,1.3157894736842104,0.1
1,12,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.038881551803080894,4.0,4.0,4,540,0,0.0,6,0.09375,3,0.501,0.12112297585778897,180.0,32274.666666666668,426,0.17999291805423528,0.0,0.1,0.1,0.1,10.973161476324011,11.200951571054851,1.7389014822353173,0.057626509731396491,0.058622607747426975,0.017246228620006545,0.0027980410474326054,0.0026790951850146948,0.0076199233162201896,0.086032921810699589,0.08815517604891418,0,0.096630077928534439,0.096834083998051504,0.088359985725804252,0.055391432071602034,0.055498199708844294,0.051063236315704634,2.4185185185185185,2.3795066413662238,4.0,0.049578124052424975,0.049506141238614305,0.052496196581519244,527,3,13,1,2.4074074074074074,0.1
1,12,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.038881551803080894,4.0,4.0,4,537,0,0.0,5,0.078125,3,0.4955,0.12153260376149699,179.0,32624.666666666668,427,0.18437583036527994,0.0,0.1,0.1,0.1,10.870836711286001,11.113936487118689,1.7893236569649105,0.057946996446329099,0.059036500747607336,0.017246228620006545,0.0027597353694162326,0.002629634736040983,0.0076199233162201896,0.086716325263811289,0.089037603569152315,0,0.09669607642413082,0.096919222255443555,0.088359985725804252,0.055425985674905941,0.055542770552590111,0.051063236315704634,2.4059590316573556,2.3632887189292542,4.0,0.049687694745876684,0.050119518599124516,0.033555989370975717,523,3,14,1,2.60707635009311,0.1
1,12,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.038881551803080894,4.0,4.0,4,537,0,0.0,6,0.09375,3,0.4939,0.12157562614093054,179.0,32838.0,428,0.18561617235232977,0.0,0.1,0.1,0.1,10.719580961402693,10.979738336504552,1.6661043078579632,0.058041894998628239,0.059214184262381744,0.017246228620006541,0.0027483675811696227,0.0026083803474038015,0.0076199233162201896,0.086919097868818532,0.089416773094933996,0,0.09671587328730967,0.096955984998847181,0.088359985725804238,0.05543635941365177,0.055562023870489329,0.051063236315704634,2.4022346368715084,2.3563218390804597,4.0,0.049585714658320894,0.049769663165743154,0.043184306600026305,522,3,15,1,2.793296089385475,0.1
1,13,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.028942661247167517,4.0,4.0,4,190,0,0.0,6,0.09375,2,0.6352,0.50559477819437315,95.0,5184.0,167,0.0,nan,0.1,0.1,0.1,15.712413171193571,16.034434316791668,5.8370980395185228,0.082262520015477944,0.082104625243928767,0.087104626342986158,0.0032277192716526019,0.0032151182055014395,0.0036141519669549223,0.013181286549707601,0.01361111111111111,0,0.064381240528337769,0.064278333693462739,0.067537050131172074,0.033923762171271056,0.034086483197876424,0.028933650688706136,12.210526315789474,12.25,11.0,0.22865441615663848,0.23314261895940194,0.09101619687189294,184,2,6,1,3.1578947368421053,0.1
1,13,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.028942661247167517,4.0,4.0,4,194,0,0.0,5,0.078125,2,0.6321,0.49803927286885863,97.0,5476.0,171,0.0,0.0,0.1,0.1,0.1,15.481668040698297,15.737105147929098,5.8261453873739413,0.082362357259344099,0.082236900405279492,0.087104626342986158,0.0032356869560918248,0.0032256746542171392,0.0036141519669549227,0.012909507445589918,0.013251028806584362,0,0.064446308767571486,0.064364543123031775,0.067537050131172088,0.033820873274723315,0.033950164877528007,0.028933650688706136,12.185567010309278,12.216931216931217,11.0,0.22233135844138718,0.22669964356177033,0.057210180890904128,189,2,5,1,2.5773195876288657,0.1
1,13,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.028942661247167517,4.0,4.0,4,194,0,0.0,6,0.09375,2,0.6321,0.49803927286885863,97.0,5476.0,171,0.0,0.0,0.1,0.1,0.1,15.170627114935732,15.471658514723835,5.738309921575123,0.082362357259344099,0.082211008246036374,0.087104626342986158,0.0032356869560918248,0.0032236082855323644,0.0036141519669549223,0.012909507445589918,0.013321513002364066,0,0.064446308767571486,0.064347668085754428,0.067537050131172074,0.033820873274723315,0.03397684846363877,0.028933650688706136,12.185567010309278,12.223404255319149,11.0,0.22233135844138718,0.22783633148582849,0.049842203048893752,188,2,6,1,3.0927835051546393,0.1
1,13,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.028942661247167517,4.0,4.0,4,195,4,-4.547473508864641e-13,4,0.0625,2,0.6314,0.49619170320016937,97.5,5550.25,172,0.0,0.0,0.1,0.1,0.1,15.265014624721406,15.460421551015953,5.9343338941568042,0.082386676587978144,0.082287871357506787,0.087104626342986158,0.0032376278023013797,0.0032297424794814093,0.0036141519669549223,0.012843304843304842,0.013112274578243164,0,0.064462158723282245,0.064397763091703392,0.067537050131172088,0.033795810594795028,0.033897635933142448,0.028933650688706136,12.179487179487179,12.204188481675393,11.0,0.22025769817377089,0.2237131508304975,0.055259833815077854,191,2,4,1,2.051282051282051,0.1
1,13,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.028942661247167517,4.0,4.0,4,197,0,0.0,4,0.0625,2,0.6299,0.49254478746520436,98.5,5700.25,174,0.0,0.0,0.1,0.1,0.1,15.408910697528498,15.65814991573302,5.8381247184749947,0.082434574555034085,0.082312958623056168,0.087104626342986158,0.003241450382653192,0.0032317446122286674,0.0036141519669549227,0.012712915961646925,0.013043981481481481,0,0.06449337589493595,0.064414113545033971,0.067537050131172088,0.03374644856529159,0.033871781843327668,0.028933650688706136,12.167512690355331,12.197916666666666,11.0,0.21802157941058539,0.22200621509330354,0.065011569194209237,192,2,5,1,2.5380710659898478,0.1
1,13,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.028942661247167517,4.0,4.0,4,203,1,0.0,5,0.078125,2,0.6317,0.49703649133930339,101.5,6006.25,179,0.0,0.0,0.1,0.1,0.1,15.364220546415424,15.605475958585265,5.8105062244897718,0.08237556126407472,0.082256140428748695,0.087104626342986158,0.0032367407245949779,0.0032272101376666961,0.0036141519669549227,0.012873563218390805,0.013198653198653199,0,0.064454914387131718,0.064377082676423628,0.067537050131172088,0.033807265672748978,0.033930336758204602,0.028933650688706136,12.182266009852217,12.212121212121213,11.0,0.21132138861344807,0.21475340801617954,0.075413420265282721,198,2,5,1,2.4630541871921183,0.1
1,13,0.0,10,0,100.0,0.1,0.1,0.1,1000,0.028942661247167517,4.0,4.0,4,203,0,0.0,4,0.0625,2,0.6317,0.49703649133930339,101.5,6006.25,179,0.0,0.0,0.1,0.1,0.1,15.775769182323488,16.071826229646081,6.0552294618984872,0.08237556126407472,0.082231528825123121,0.087104626342986158,0.0032367407245949779,0.0032252459659444211,0.0036141519669549223,0.012873563218390805,0.01326565143824027,0,0.064454914387131718,0.064361042232490895,0.067537050131172074,0.033807265672748978,0.033955700646882254,0.028933650688706136,12.182266009852217,12.218274111675127,11.0,0.21100113457800862,0.21538151568696273,0.067178621500682878,197,2,6,1,2.955665024630542,0.1
