sim,ct,immigration.rate,res.inflow,N.types,max.res.val,max.growth.rate,max.met.maint,max.active.dispersal,starting.seed,flow.rate,height,length,total.abundance,ind.production,biomass.prod.N,resource.particles,resource.concentration,species.richness,simpson.e,e.var,avg.pop.size,pop.var,N.max,logmod.skew,Whittakers.turnover,amplitude,frequency,phase,all.biomass,active.biomass,dormant.biomass,all.avg.per.capita.growth,active.avg.per.capita.growth,dormant.avg.per.capita.growth,all.avg.per.capita.maint,active.avg.per.capita.maint,dormant.avg.per.capita.maint,all.avg.per.capita.efficiency,active.avg.per.capita.efficiency,dormant.avg.per.capita.efficiency,all.avg.per.capita.active.dispersal,active.avg.per.capita.active.dispersal,dormant.avg.per.capita.active.dispersal,all.avg.per.capita.rpf,active.avg.per.capita.rpf,dormant.avg.per.capita.rpf,all.avg.per.capita.mf,active.avg.per.capita.mf,dormant.avg.per.capita.mf,all.size,active.size,dormant.size,N.active,S.active,N.dormant,S.Dormant,Percent.Dormant,dorm.limit
0,1550,1,10,3,1,1,1,1,500,0.004465890604974602,49,49,1486,16,16,0,0.0,5,0.2266,0.096421959090526976,297.2,301531.35999999999,1394,0.3962629431623253,0.0,0,0,0,0.016874651169609005,0.0086677335839451808,0.024993676732936402,0.01865364142042663,0.018676682984628341,0.018630846619964694,0.0018360134662545784,0.0018264897442246367,0.001845435193938818,0.0025073776984494028,0.0024411605363262312,0.0025728857075645625,0.010810324743724471,0.010817176644182485,0.010803546223726517,0.0034922684654966119,0.003486323764104615,0.0034981495020811977,0.20638938457030334,0.20696063125713904,0.20582425565253679,926.51995279764992,1160.5478774214998,694.99835132907549,739,3,747,5,50.26917900403769,1
0,1600,1,10,3,1,1,1,1,500,0.004465890604974602,49,49,1458,13,13,0,0.0,5,0.2284,0.097891257912299801,291.6,287211.04000000004,1362,0.39621581971383873,0.0,0,0,0,0.071739622683556076,0.11240336135590975,0.029134076265612485,0.018650074029462466,0.018636905865010843,0.018663871010755881,0.0018352413866834149,0.0018367319922927205,0.0018336796004691706,0.0025390296021637936,0.0026145189213589441,0.0024599354559284251,0.010840049605759862,0.010890291671971067,0.010787408339757672,0.0034869497707228588,0.0034793714200904479,0.0034948900088854688,0.20563813403273606,0.2041456639699816,0.20720187373331872,843.90855789104171,976.38377157590583,705.1072806313382,746,4,712,4,48.83401920438957,1
0,1650,1,10,3,1,1,1,1,500,0.004465890604974602,49,49,2027,26,26,1,0.00041649312786339027,5,0.2221,0.090392085270873501,405.4,575770.6399999999,1922,0.39709714480439734,0.0,0,0,0,0.025355693897063901,0.021465950680499193,0.031587272246579631,0.0187084417119859,0.018741476860006517,0.018655517623757743,0.0018137028294064543,0.0018003180104320714,0.0018351460310496248,0.0023466545795464153,0.002249150299636946,0.0025028616929315467,0.010821963637191652,0.010828093873498932,0.010812142668114012,0.0034790738666069646,0.0034712993544600669,0.0034915290542312642,0.20784826092892425,0.2087467880310914,0.20640877206691585,949.34453474694328,1026.3620213435813,825.95836880008267,1248,4,779,4,38.431179082387764,1
0,1700,1,10,3,1,1,1,1,500,0.004465890604974602,49,49,3181,50,50,0,0.0,5,0.2181,0.088455580895680619,636.2,1450991.7600000002,3044,0.39722159392082512,0.0,0,0,0,0.019888908189875504,0.016011498577154129,0.028779655904345332,0.018719965180128563,0.018727431092066652,0.018702846137744644,0.0018133359106025308,0.0018115497068028504,0.0018174316056504536,0.0022716635430101283,0.0022378278925002486,0.0023492473586202564,0.010765149733657373,0.010749560099762632,0.010800896150921186,0.0034883092872454906,0.0034899924472720726,0.0034844498675158015,0.20943091564836905,0.20999945034972378,0.2081272879428816,1059.2142597889476,1109.8885262504809,943.02016019029759,2215,4,966,5,30.367808865136748,1
0,1750,1,10,3,1,1,1,1,500,0.004465890604974602,49,49,1963,25,25,0,0.0,5,0.2236,0.08798617751888127,392.6,535155.44000000006,1854,0.39646211655258101,0.0,0,0,0,0.017040624215259079,0.0086076527442528316,0.02403535358077219,0.018666800319937355,0.018640060102383924,0.018688979997125196,0.0018330202147897262,0.0018459591403364101,0.0018222880211862325,0.0024462649831733562,0.0025051419774056887,0.00239742945207664,0.010780723683450844,0.010746921265797668,0.010808761103498677,0.0034956655097502128,0.0035078033918156909,0.0034855977417741868,0.20743717040317597,0.20733078396041768,0.20752541265299407,1181.9687058381062,1353.841057444102,1039.4091597716231,890,2,1073,5,54.661232806928176,1
0,1800,1,10,3,1,1,1,1,500,0.004465890604974602,49,49,1231,6,6,1,0.00041649312786339027,6,0.1872,0.10064860352616456,205.16666666666666,182730.13888888888,1160,0.44411519820914769,0.18181818181818182,0,0,0,0.02051150301286429,0.012191269314535113,0.022916094113114401,0.018675269049593959,0.018585958191980646,0.018701080355040322,0.0018284995092738504,0.0018649154663550175,0.0018179751070179319,0.002431646741807856,0.0026930600286689979,0.0023560969332490343,0.010797224160053184,0.010777499736382154,0.010802924621763348,0.0034906469476143876,0.0035123040608336493,0.0034843879285059937,0.20734609602645035,0.20498476482710412,0.20802853310605196,1118.2267930189494,1400.7858974251105,1036.5657324785298,276,3,955,5,77.57920389926889,1
0,1850,1,10,3,1,1,1,1,500,0.004465890604974602,49,49,1532,14,14,0,0.0,6,0.1861,0.093778531368376994,255.33333333333334,285087.55555555556,1448,0.44413654260977353,0.0,0,0,0,0.02721973130603789,0.027668599551155176,0.026861479655005311,0.018677502321314148,0.018642589344607875,0.018705367138403661,0.0018287235648748769,0.0018450729398340633,0.0018156747679590939,0.0024143017197884092,0.0024963568852276971,0.0023488116816443769,0.01078216875645046,0.010745491734781669,0.01081144149674949,0.0034932565069311096,0.0035075929873765251,0.0034818142455427504,0.20773990017321239,0.20744045939712505,0.20797889046398629,1203.9037988616712,1337.4799234026596,1097.2937464111178,680,2,852,6,55.61357702349869,1
0,1900,1,10,3,1,1,1,1,500,0.004465890604974602,49,49,1430,16,16,0,0.0,7,0.1619,0.10364190914618432,204.28571428571428,215958.20408163266,1341,0.48137460209609423,0.15384615384615385,0,0,0,0.01824617929277101,0.0081364722100114254,0.025702548915170847,0.018653699124444378,0.018584575966246773,0.018704680603212242,0.001837260161873045,0.0018653997731280544,0.0018165059163909175,0.0024951092389237906,0.0026978610636856698,0.0023455705297737782,0.010792931160431408,0.010778280972176403,0.010803736341805389,0.0034957820661329379,0.0035124190464319379,0.003483511535098318,0.20676566370293831,0.20492482742389512,0.2081233643364489,1429.6456073901697,1797.6895936796579,1158.196397575201,607,3,823,6,57.552447552447546,1
0,1950,1,10,3,1,1,1,1,500,0.004465890604974602,49,49,924,5,5,0,0.0,6,0.1892,0.1140305021879735,154.0,101600.0,866,0.44414457303978588,0.15384615384615385,0,0,0,0.021282267328456995,0.0083390882408145642,0.024306374591924852,0.01867451253955419,0.018564586773251263,0.018700196129811882,0.001827820790963227,0.0018724036230188855,0.0018174042414175126,0.0024432644707247956,0.0027672917023829507,0.0023675571736084039,0.010810584767593487,0.010789578890225224,0.010815492682866445,0.0034880888533392494,0.0035140819219374102,0.0034820157064705207,0.20703484697159166,0.20405803678974913,0.20773036336921841,1280.5706503762458,1484.7362723498691,1232.8684022515672,175,3,749,6,81.06060606060606,1
0,2000,1,10,3,1,1,1,1,500,0.004465890604974602,49,49,906,4,4,1,0.00041649312786339027,6,0.1897,0.11094296567120443,151.0,97399.666666666672,848,0.44392297746112208,0.0,0,0,0,0.03498647407984741,0.061650836060979486,0.024655565073375102,0.018662239723017206,0.018592885440144775,0.018689110524803921,0.0018320004295230505,0.0018597186394264909,0.0018212612149662809,0.0024870411231276194,0.0026953812057602254,0.002406321305507329,0.010819173089454936,0.010811537867349303,0.010822131299550994,0.003488775075220434,0.0035040360926145387,0.0034828623073786141,0.20646710042104066,0.20446802405801981,0.2072416277102356,1304.2284111345473,1379.5144544011187,1275.0593928398423,253,4,653,6,72.07505518763797,1
1,1750,1,2,3,1,1,1,1,500,0.45525607690839637,95,95,1,0,0,65,0.007202216066481994,1,1.0,1.0,1.0,0.0,1,0.0,0,0,0,0,0.3651241947054204,0.3651241947054204,nan,0.099387646639136559,0.099387646639136559,nan,0.0085915640406070519,0.0085915640406070519,nan,0.012544376272257534,0.012544376272257534,0,0.31112536292344273,0.31112536292344273,nan,0.014893583024988751,0.014893583024988751,nan,0.85616948953932337,0.85616948953932337,nan,0.37509331621845299,0.37509331621845299,nan,1,1,0,0,0.0,1
3,1050,1,1,3,1,1,1,1,500,0.021403704108074097,59,59,168,0,0,0,0.0,7,0.3228,0.22390901604997593,24.0,1208.5714285714287,98,0.3631686292936035,nan,0,0,0,0.12320867080806105,0.085961438757324926,0.17665035157650855,0.016258059894628717,0.01281758847078689,0.021194388459271352,0.0013621011499533547,0.0012363314061203631,0.0015425533911050384,0.0072855558173979445,0.0068947643988125354,0.007846256548411791,0.012549599022390723,0.011373050348890922,0.014237690597412178,0.0026176965868059043,0.0021782363705647604,0.0032482264622823291,0.22450268722453237,0.24605595124004473,0.1935784388544495,359.02385163306269,383.33868037402829,324.13735822211197,99,4,69,7,41.07142857142857,1
3,1100,1,1,3,1,1,1,1,500,0.021403704108074097,59,59,209,2,2,0,0.0,7,0.286,0.20106883976190248,29.857142857142858,2224.9795918367345,136,0.40208849142972408,0.0,0,0,0,0.39861624187059808,0.52879293101051794,0.12869104821282315,0.015440808053636996,0.012964450863278817,0.020575607521879681,0.0013233247590306945,0.0012422414293029801,0.001491453428024925,0.0069215463925717579,0.0062474916290014794,0.0083192187699748336,0.012143109772906887,0.011154682633697566,0.014192642517443859,0.0024276195612409723,0.002105335290037905,0.003095885476529686,0.2320890198402509,0.24746024585510432,0.20021633060356969,243.36997624951593,159.03866161713623,418.2334374725387,141,4,68,7,32.535885167464116,1
3,1150,1,1,3,1,1,1,1,500,0.021403704108074097,59,59,320,3,3,0,0.0,9,0.1889,0.19477081172020461,35.55555555555556,5427.1358024691363,237,0.50634309628514762,0.25,0,0,0,0.10067785758349293,0.075091414218553185,0.1800614382798443,0.014206162512594883,0.012546508128585175,0.019355346627086562,0.0012640021066786516,0.0012076343878615868,0.0014388865676239024,0.006897087254226263,0.0066885991403117743,0.0075439349922686487,0.011754828036646906,0.011194650517224127,0.013492814699471433,0.0021774692977008939,0.0019525831559500015,0.0028751929682613547,0.24167795944182818,0.25156048620749555,0.21101678665603948,221.44523074198702,158.28604234571566,417.40066140734172,242,6,78,7,24.375,1
3,1200,1,1,3,1,1,1,1,500,0.021403704108074097,59,59,315,4,4,0,0.0,8,0.1873,0.19509738370376162,39.375,6728.734375,254,0.50177311033058036,0.11764705882352941,0,0,0,0.054399268694906147,0.023284203373363795,0.13594219850308606,0.013751419309333624,0.011835257491568645,0.018773084762786683,0.0012244361945203824,0.0011439294345572694,0.0014354194275271613,0.0071363470415105263,0.0072279489240398061,0.0068962869355717171,0.011745775930878544,0.011250546921573828,0.013043617472504702,0.0021233756375799171,0.0017699355725663492,0.0030496323596844398,0.24382191306538611,0.25569549622185539,0.21270493651739752,243.3102886670396,174.16870080307854,424.50893272431694,228,5,87,8,27.61904761904762,1
3,1250,1,1,3,1,1,1,1,500,0.021403704108074097,59,59,233,3,3,0,0.0,7,0.2177,0.18582312743748453,33.285714285714285,3981.3469387755108,185,0.46240756505982594,0.13333333333333333,0,0,0,0.050218108415928032,0.025285862001997401,0.086435476890900989,0.01411092301416569,0.011847630667748098,0.017398652948961774,0.0012127981849178592,0.0011391514528934505,0.0013197797535427897,0.0069675614425739217,0.0068707447909063654,0.0071082003681541594,0.01174973609941788,0.011077241587132232,0.01272662286463282,0.0018032237485176631,0.0015796734875507987,0.0021279599170800551,0.24838589600944305,0.2598692551317705,0.2317048059159571,393.80672270536104,396.09085134781947,390.48872530894772,138,3,95,7,40.772532188841204,1
3,1300,1,1,3,1,1,1,1,500,0.021403704108074097,59,59,153,1,1,0,0.0,6,0.2837,0.21985007759834096,25.5,1641.9166666666667,113,0.40691588036684961,0.15384615384615385,0,0,0,0.059259422378982719,0.017316275489028587,0.084163165844892987,0.013794892064982436,0.011861709650299064,0.014942719123700682,0.0012433341116993043,0.0011404192197721505,0.0013044398287810519,0.0067842009906171254,0.0068604672395849824,0.0067389179052924604,0.01161390542657933,0.011076332680771045,0.011933089244403,0.0018973781092437361,0.0015835106788167292,0.0020837368960597716,0.24357643719677718,0.25978253706867371,0.2339540653978387,602.01613706738533,879.63745076851774,437.17848205733782,57,2,96,6,62.745098039215684,1
3,1350,1,1,3,1,1,1,1,500,0.021403704108074097,59,59,109,0,0,0,0.0,6,0.3085,0.2497350479258349,18.166666666666668,739.80555555555532,76,0.39164329597318159,0.0,0,0,0,0.074872085278313807,0.011569695320739317,0.095715555142393202,0.014256902892376491,0.013660690754033925,0.014453216645245381,0.0012631130962466003,0.0013024116542727008,0.0012501733271404452,0.0069275269437791154,0.0055472245707415902,0.0073820167495353764,0.011763904356777691,0.01096019464573051,0.012028540481146884,0.0019555454736340959,0.002073818451685618,0.0019166019320805458,0.24083877981611357,0.24870189567297107,0.23824970508275811,526.59942555119176,777.8475797091603,443.87137479186066,27,3,82,6,75.22935779816514,1
3,1400,1,1,3,1,1,1,1,500,0.021403704108074097,59,59,93,0,0,1,0.0002872737719046251,6,0.2773,0.24097769281058745,15.5,626.25,70,0.4157077522128903,0.0,0,0,0,0.086126711563179414,0.027863590337385221,0.098233334155552243,0.014100733246891801,0.012396007038108321,0.014454962069496159,0.0012330530131036219,0.0011885309728188139,0.0012423043461498157,0.0073538793298764237,0.0064704341669384949,0.0075374523507466436,0.011918880891546045,0.011041839684364004,0.012101123220311144,0.0018646774691317449,0.0017291320873587892,0.0018928427432663849,0.24107969170427704,0.25649158657414994,0.23787722004300479,434.46418989699072,294.06469933557054,463.63811001364945,16,2,77,6,82.79569892473118,1
3,1450,1,1,3,1,1,1,1,500,0.021403704108074097,59,59,105,0,0,0,0.0,5,0.3238,0.22165225736511651,21.0,920.79999999999995,80,0.36447764231420532,0.18181818181818182,0,0,0,0.24144563504058283,0.47608889355660244,0.12412400578257304,0.013101434649281174,0.01294973342183791,0.0131772852630028,0.001235165219665262,0.0012383922441580831,0.001233551707418851,0.0070622939359831988,0.0060662180734684986,0.0075603318672405467,0.011634129908654112,0.011006092397178528,0.011948148664391901,0.001881602382189509,0.0018800488198478333,0.0018823791633603469,0.24456236919348623,0.25308096515255268,0.24030307121395303,448.22273927518643,434.82671875685685,454.92074953435122,35,2,70,5,66.66666666666666,1
3,1500,1,1,3,1,1,1,1,500,0.021403704108074097,59,59,96,0,0,0,0.0,4,0.272,0.17564485015554576,24.0,1541.5,92,0.33331161105921009,0.22222222222222221,0,0,0,0.17348082364622044,0.176150215322086,0.17157411530631655,0.011637831768971768,0.01147312973189234,0.011755476081171359,0.0011096263441278734,0.0011054288539200316,0.0011126245514191889,0.0081682988263409948,0.0071441276560551548,0.0088998496622594535,0.011689001659833271,0.011101418496339797,0.012108703919471466,0.0014996758295777615,0.0014776041998770489,0.0015154412793639846,0.25495925679741771,0.26217595561014545,0.24980447193118374,321.82370907608902,481.39484963370523,207.84432296350604,40,1,56,4,58.333333333333336,1
3,1550,1,1,3,1,1,1,1,500,0.021403704108074097,59,59,111,0,0,0,0.0,3,0.352,0.1468768205153187,37.0,2520.6666666666665,108,0.23220716095382635,0.2857142857142857,0,0,0,0.10432852387637853,0.037868927625363001,0.17448031991911717,0.011548004901153425,0.011546034501962336,0.011550084766966222,0.0011097526263566233,0.0011096388428714493,0.0011098727311465281,0.00802198753933237,0.0079988859634566572,0.0080463725360900729,0.011527982993471492,0.011516757611968019,0.011539832007280702,0.0014961844319203545,0.0014956954784455308,0.0014967005494771132,0.25816083269074214,0.25826649382020012,0.25804930149853639,384.33400138968165,537.6832944382295,222.46530317176982,57,2,54,3,48.64864864864865,1
3,1600,1,1,3,1,1,1,1,500,0.021403704108074097,59,59,126,1,1,0,0.0,3,0.3441,0.1217878941059426,42.0,3362.0,124,0.23226068750587248,0.0,0,0,0,0.073133461221638107,0.021351007731662149,0.13997990118142525,0.011506110461209727,0.011473129731892335,0.011548685584510334,0.0011073333727313877,0.0011054288539200322,0.0011097919333787735,0.0075308040332129752,0.0071441276560551556,0.0080299680837258025,0.011289310001028761,0.011101418496339801,0.011531860852536322,0.0014857883497056479,0.0014776041998770496,0.0014963533431207486,0.26040738956231302,0.26217595561014556,0.2581243315732929,464.12804225833406,656.24374272029627,216.12413802561929,71,1,55,3,43.65079365079365,1
3,1650,1,1,3,1,1,1,1,500,0.021403704108074097,59,59,162,2,2,0,0.0,3,0.3417,0.11011071190029131,54.0,5618.0,160,0.23226068750587248,0.0,0,0,0,0.094587921411995318,0.059718290668158223,0.15386629367651841,0.0114987814102503,0.011473129731892344,0.011542389263458833,0.001106910146328864,0.0011054288539200322,0.0011094283434238787,0.0074448759494001272,0.0071441276560551513,0.0079561480480865813,0.0112475563333201,0.011101418496339801,0.01149599065618661,0.0014839696497437372,0.0014776041998770494,0.001494790914517107,0.26080040423960904,0.26217595561014545,0.25846196690969736,556.4519207438517,725.43811834080623,269.17538482902899,102,1,60,3,37.03703703703704,1
3,1700,1,1,3,1,1,1,1,500,0.021403704108074097,59,59,155,0,0,0,0.0,3,0.3421,0.11203783453080884,51.666666666666664,5134.2222222222235,153,0.23226068750587253,0.0,0,0,0,0.070083866412062407,0.019755818245952576,0.14976994267506963,0.011499939873143884,0.011473129731892344,0.011542389263458833,0.0011069770434053918,0.0011054288539200322,0.0011094283434238787,0.0074584581303898997,0.0071441276560551504,0.0079561480480865813,0.01125415610660308,0.011101418496339801,0.01149599065618661,0.0014842571216732005,0.0014776041998770494,0.001494790914517107,0.26073828256481069,0.26217595561014551,0.25846196690969736,643.61691618671352,877.76781903252106,272.87798668085202,95,1,60,3,38.70967741935484,1
3,1750,1,1,3,1,1,1,1,500,0.021403704108074097,59,59,196,2,2,0,0.0,3,0.3402,0.10234354465332918,65.33333333333333,8277.5555555555566,194,0.23226068750587259,0.0,0,0,0,0.2832054014399612,0.34509567567921701,0.14944255066479539,0.011494331629310659,0.011473129731892337,0.011540155085021203,0.0011066531874416178,0.0011054288539200318,0.0011092993276334323,0.007392705327085183,0.0071441276560551548,0.0079299538418920196,0.011222205892211273,0.011101418496339799,0.011483262521998003,0.0014828654390525772,0.0014776041998770494,0.0014942365043674277,0.2610390202936817,0.26217595561014551,0.25858177299680857,780.12247807022231,963.48082669293763,383.83185362758002,134,1,62,3,31.63265306122449,1
3,1800,1,1,3,1,1,1,1,500,0.021403704108074097,59,59,279,4,4,0,0.0,3,0.3382,0.08996932625660603,93.0,16928.0,277,0.23226068750587248,0.0,0,0,0,0.08891159180692379,0.063730159067724279,0.15997152529014438,0.011488024254809862,0.011473129731892342,0.011530055374275761,0.0011062889591896764,0.001105428853920032,0.0011087161055670291,0.0073187556973522347,0.007144127656055153,0.0078115416769029035,0.011186272724263844,0.011101418496339803,0.011425724381145396,0.0014813002675415777,0.0014776041998770494,0.0014917302667044939,0.26137724836273729,0.26217595561014545,0.25912336215772236,876.38710008734836,1059.7431002353546,358.97153802585143,206,1,73,3,26.16487455197133,1
3,1850,1,1,3,1,1,1,1,500,0.021403704108074097,59,59,416,2,2,0,0.0,3,0.3366,0.078495542998798018,138.66666666666666,37904.222222222226,414,0.23226068750587259,0.0,0,0,0,0.083305439043710988,0.066592726891561344,0.15137916902929613,0.011483119087406738,0.01147312973189234,0.011523807437916605,0.0011060057033677022,0.001105428853920032,0.0011083553096545538,0.0072612459818289189,0.0071441276560551539,0.0077382889185171741,0.011158327942471551,0.011101418496339801,0.011390129832813076,0.0014800830529501342,0.0014776041998770494,0.0014901798447356279,0.26164028416296536,0.26217595561014545,0.25945840290250044,977.36728531319613,1101.3328551139423,472.43435466137663,334,1,82,3,19.71153846153846,1
